date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location,label
11/18/2018,7,-1,0,9.7,2,72,4:24 PM,3:29 AM,8:43 AM,6:17 PM,-4,1,2,1,9,1,65,0,1026,7,10,128,5,83706,0
11/19/2018,6,-3,0,9.7,2,79,4:51 PM,4:31 AM,8:44 AM,6:16 PM,-9,0,1,0,8,2,47,0,1026,6,10,139,5,83706,0
11/20/2018,7,-2,0,9.7,2,87,5:18 PM,5:37 AM,8:45 AM,6:15 PM,-10,0,1,0,9,16,43,0,1023,7,10,140,5,83706,0
11/21/2018,8,-3,0,9.7,2,94,5:49 PM,6:44 AM,8:46 AM,6:14 PM,-11,0,2,0,11,28,39,0,1019,8,10,121,6,83706,0
11/22/2018,10,3,0,9.7,3,100,6:23 PM,7:53 AM,8:48 AM,6:14 PM,-4,4,6,4,19,56,47,2.2,1012,10,9,161,11,83706,1
11/23/2018,6,2,0,6.5,1,100,7:04 PM,9:04 AM,8:49 AM,6:13 PM,0,1,4,1,23,69,72,1.6,1012,6,10,165,15,83706,1
11/24/2018,5,-1,0,9.6,2,83,7:53 PM,10:14 AM,8:50 AM,6:12 PM,-3,-2,2,-2,26,17,69,0.1,1017,5,10,312,17,83706,1
11/25/2018,5,-2,0,9.6,2,76,8:50 PM,11:21 AM,8:51 AM,6:12 PM,-5,-1,1,-1,10,5,64,0,1028,5,10,130,6,83706,0
11/26/2018,6,-2,0,9.6,2,68,9:55 PM,12:20 PM,8:53 AM,6:11 PM,-7,-2,1,-2,15,25,57,0,1029,6,10,123,9,83706,0
11/27/2018,6,1,0,6.5,1,60,11:04 PM,1:12 PM,8:54 AM,6:11 PM,-4,1,4,1,23,82,57,1.4,1018,6,8,123,12,83706,1
11/28/2018,7,1,0,9.6,2,53,No moonrise,1:55 PM,8:55 AM,6:10 PM,0,2,3,2,7,38,82,0,1012,7,10,102,4,83706,0
11/29/2018,6,1,0,9.5,2,45,12:16 AM,2:31 PM,8:56 AM,6:10 PM,-2,1,3,1,13,34,73,0.3,1007,6,10,162,7,83706,1
11/30/2018,4,-5,2,6.5,1,38,1:28 AM,3:04 PM,8:57 AM,6:09 PM,0,-1,2,-1,15,75,84,4,1008,4,8,257,10,83706,1
12/1/2018,3,0,0.4,4.8,1,36,2:38 AM,3:34 PM,8:58 AM,6:09 PM,-2,-2,1,-2,18,87,83,0.5,1012,3,9,130,12,83706,1
12/2/2018,1,-3,0.4,6.5,1,29,3:47 AM,4:02 PM,8:59 AM,6:09 PM,-3,-4,-1,-4,13,91,86,0.5,1018,1,8,299,9,83706,1
12/3/2018,1,-6,0,9.1,2,22,4:55 AM,4:30 PM,9:00 AM,6:09 PM,-5,-5,-3,-5,9,29,85,0,1029,1,10,226,5,83706,0
12/4/2018,-1,-8,0,8.7,2,15,6:02 AM,5:00 PM,9:02 AM,6:08 PM,-9,-9,-6,-9,14,15,77,0,1034,-1,10,106,8,83706,0
12/5/2018,-4,-11,0,8.7,2,7,7:09 AM,5:32 PM,9:03 AM,6:08 PM,-13,-11,-8,-11,10,31,69,0,1028,-4,10,108,5,83706,0
12/6/2018,-4,-11,0,8.7,2,0,8:13 AM,6:08 PM,9:04 AM,6:08 PM,-13,-12,-9,-12,11,5,73,0,1029,-4,10,106,6,83706,0
12/7/2018,-3,-10,0,8.7,2,0,9:15 AM,6:49 PM,9:05 AM,6:08 PM,-12,-10,-7,-10,10,13,70,0,1030,-3,10,113,5,83706,0
12/8/2018,-1,-8,0,8.7,2,0,10:12 AM,7:35 PM,9:05 AM,6:08 PM,-8,-7,-6,-7,8,29,80,0,1033,-1,10,191,5,83706,0
12/9/2018,1,-6,0,6.9,2,7,11:04 AM,8:25 PM,9:06 AM,6:08 PM,-6,-8,-3,-8,22,24,80,0,1035,1,10,124,12,83706,0
12/10/2018,-1,-6,0,6.9,2,14,11:49 AM,9:20 PM,9:07 AM,6:08 PM,-7,-6,-4,-6,11,42,78,0,1029,-1,10,185,6,83706,0
12/11/2018,1,-5,0,3.4,1,21,12:28 PM,10:16 PM,9:08 AM,6:08 PM,-5,-6,-2,-6,20,63,83,0,1028,1,10,95,11,83706,0
12/12/2018,2,-3,1.7,8.7,2,29,1:03 PM,11:15 PM,9:09 AM,6:08 PM,-3,-4,0,-4,26,51,80,2,1023,2,9,235,15,83706,1
12/13/2018,3,-4,0,8.7,2,36,1:33 PM,No moonset,9:10 AM,6:08 PM,-7,-6,-1,-6,25,14,66,0,1033,3,10,109,13,83706,0
12/14/2018,3,-4,0,8.7,2,43,2:00 PM,12:14 AM,9:11 AM,6:08 PM,-7,-6,-1,-6,41,29,64,0,1026,3,10,135,22,83706,0
12/15/2018,4,-1,0,6.9,2,51,2:26 PM,1:14 AM,9:11 AM,6:09 PM,-3,-2,1,-2,21,26,75,0.1,1023,4,10,124,11,83706,1
12/16/2018,6,1,0,6.9,2,58,2:51 PM,2:15 AM,9:12 AM,6:09 PM,-2,0,3,0,29,31,69,0.1,1022,6,10,126,15,83706,1
12/17/2018,6,3,0,6.9,2,65,3:18 PM,3:18 AM,9:13 AM,6:09 PM,1,2,4,2,13,68,80,3.4,1019,6,9,125,7,83706,1
12/18/2018,6,2,0,5.1,1,72,3:46 PM,4:22 AM,9:13 AM,6:10 PM,1,1,4,1,28,61,81,6.1,1020,6,9,135,15,83706,1
12/19/2018,6,1,0,8.7,2,80,4:17 PM,5:30 AM,9:14 AM,6:10 PM,0,2,3,2,11,32,79,0.1,1027,6,10,251,6,83706,1
12/20/2018,7,1,0,6.9,2,87,4:55 PM,6:40 AM,9:15 AM,6:10 PM,-2,1,4,1,27,31,64,0,1022,7,10,122,14,83706,0
12/21/2018,4,-1,0,6.9,2,94,5:40 PM,7:51 AM,9:15 AM,6:11 PM,-3,-1,2,-1,14,53,72,1,1020,4,9,309,10,83706,1
12/22/2018,1,-4,0,6.9,2,100,6:33 PM,9:01 AM,9:16 AM,6:11 PM,-7,-4,-2,-4,12,26,68,0,1029,1,10,191,7,83706,0
12/23/2018,2,-1,0.5,3.4,1,100,7:37 PM,10:06 AM,9:16 AM,6:12 PM,-6,-4,1,-4,27,54,62,0.6,1025,2,9,126,16,83706,1
12/24/2018,4,1,0,8.7,1,84,8:47 PM,11:03 AM,9:16 AM,6:13 PM,0,-1,2,-1,17,68,85,1.3,1019,4,9,124,11,83706,1
12/25/2018,3,-1,0.2,8.7,2,77,10:01 PM,11:52 AM,9:17 AM,6:13 PM,-2,-2,1,-2,19,45,80,0.2,1017,3,9,281,12,83706,1
12/26/2018,2,-4,0,8.7,2,69,11:16 PM,12:32 PM,9:17 AM,6:14 PM,-8,-4,-2,-4,12,40,64,0,1024,2,10,152,7,83706,0
12/27/2018,1,-4,0,8.7,2,62,No moonrise,1:07 PM,9:17 AM,6:15 PM,-5,-6,-2,-6,21,45,81,0,1023,1,9,296,14,83706,0
12/28/2018,-1,-6,0,8.7,2,55,12:28 AM,1:38 PM,9:18 AM,6:15 PM,-9,-8,-4,-8,20,8,65,0,1031,-1,10,284,12,83706,0
12/29/2018,1,-3,0.4,6.9,1,48,1:39 AM,2:07 PM,9:18 AM,6:16 PM,-5,-3,-1,-3,10,61,75,0.5,1029,1,9,85,6,83706,1
12/30/2018,2,-2,1.4,8.7,1,40,2:47 AM,2:35 PM,9:18 AM,6:17 PM,-3,-3,1,-3,26,52,77,2.5,1018,2,9,241,16,83706,1
12/31/2018,-1,-7,0,8.7,2,36,3:55 AM,3:04 PM,9:18 AM,6:18 PM,-9,-8,-4,-8,19,6,65,0,1027,-1,10,329,12,83706,0
